,id,subtitle,sq_mt_built,n_rooms,n_bathrooms,n_floors,raw_address,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,built_year,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_parking
20676,1066,"Acacias, Madrid",116.0,3,2.0,0.0,"Paseo de las Yeserías, 31",430000,3707,1,0,0.0,1,0,0,1,0,0
20677,1065,"Palos de Moguer, Madrid",51.0,2,1.0,0.0,"Calle de las Delicias, 23",274990,5392,0,0,0.0,0,0,0,0,0,0
20678,1064,"Delicias, Madrid",110.0,4,2.0,0.0,"Paseo de las Delicias, 63 F",370000,3364,0,0,0.0,1,0,0,0,1,1
20679,1063,"Legazpi, Madrid",89.0,2,2.0,0.0,"Paseo del Molino, 8",395000,4438,0,0,2001.0,1,0,1,0,1,1
20680,1062,"Palos de Moguer, Madrid",48.0,0,1.0,0.0,"Calle José María Roquero, 6",198000,4125,0,0,0.0,1,0,0,0,0,0
20681,1061,"Chopera, Madrid",46.0,1,1.0,0.0,"Calle de Embajadores, 158",230000,5000,0,0,0.0,1,0,0,0,0,0
20682,1060,"Acacias, Madrid",110.0,3,2.0,0.0,"Calle de Carmen Cobeña, 3",425000,3864,1,0,0.0,1,0,0,0,0,0
20683,1059,"Acacias, Madrid",56.0,2,1.0,0.0,"Calle de Martín de Vargas, 31",249000,4446,0,0,1945.0,0,0,0,0,0,0
20684,1058,"Imperial, Madrid",89.0,3,1.0,0.0,"Calle de Toledo, 124",330000,3708,0,0,0.0,1,0,0,0,0,0
20685,1057,"Palos de Moguer, Madrid",76.0,2,1.0,0.0,"Calle de Tarragona, 12",325000,4276,0,0,0.0,1,0,0,1,0,0
20686,1056,"Delicias, Madrid",120.0,3,2.0,0.0,"Calle de Embajadores, 177",495000,4125,0,0,0.0,0,0,1,0,0,1
20687,1055,"Palos de Moguer, Madrid",100.0,2,2.0,0.0,"Calle de Fray Luis de León, 3",470000,4700,0,0,2001.0,0,0,1,1,0,0
20688,1054,"Legazpi, Madrid",95.0,2,2.0,0.0,Calle Puerto de Miravete 10 s/n,440000,4632,0,0,0.0,1,0,1,1,0,0
20689,1053,"Imperial, Madrid",114.0,2,2.0,0.0,"Calle de Juan Duque, 16",298000,2614,0,0,0.0,1,0,0,0,0,0
20691,1051,"Legazpi, Madrid",91.0,2,2.0,0.0,Calle Puerto de la Cruz Verde,446500,4907,0,0,0.0,0,0,0,0,0,0
20694,1048,"Palos de Moguer, Madrid",43.0,3,1.0,0.0,Paseo de las Delicias,219000,5093,0,0,1910.0,0,0,0,0,0,0
20696,1046,"Acacias, Madrid",57.0,2,1.0,0.0,Calle de Toledo,335000,5877,1,0,1973.0,0,0,0,1,0,0
20697,1045,"Acacias, Madrid",81.0,3,2.0,0.0,Paseo de las acacias,315000,3889,0,0,1920.0,1,0,0,0,0,0
20699,1043,"Legazpi, Madrid",115.0,3,1.0,0.0,"Calle del Teniente Coronel Noreña, 39",510000,4435,0,0,0.0,1,0,1,1,0,1
20700,1042,"Acacias, Madrid",90.0,3,2.0,0.0,"Calle de las Peñuelas, 13",425000,4722,0,0,0.0,1,0,0,1,0,1
20701,1041,"Imperial, Madrid",79.0,1,1.0,0.0,"Calle de Linneo, 29",340000,4304,0,0,0.0,1,0,0,0,1,0
20702,1040,"Chopera, Madrid",53.0,3,1.0,0.0,"Calle Guillermo de Osma, 3",230000,4340,1,0,1930.0,1,0,0,0,0,0
20703,1039,"Chopera, Madrid",35.0,1,1.0,0.0,"Calle de Torres Miranda, 2",124900,3569,0,0,0.0,0,0,0,0,0,0
20704,1038,"Palos de Moguer, Madrid",115.0,3,2.0,0.0,"Calle Marqués de la Valdavia, 1",519000,4513,0,0,1977.0,1,0,0,1,1,0
20705,1037,"Chopera, Madrid",93.0,2,1.0,0.0,"Calle Comandante Benítez, 3",340000,3656,0,0,0.0,1,0,0,1,1,0
20706,1036,"Acacias, Madrid",150.0,4,2.0,0.0,Calle de Toledo,590000,3933,0,0,1960.0,1,0,0,0,0,0
20707,1035,"Chopera, Madrid",58.0,2,1.0,0.0,Calle del Divino Vallés,199000,3431,0,0,1935.0,0,0,0,1,0,0
20708,1034,"Legazpi, Madrid",21.0,0,1.0,0.0,TENIENTE CORONEL NOREÑA,139000,6619,0,0,1960.0,0,0,0,0,0,0
20709,1033,"Legazpi, Madrid",182.0,3,2.0,0.0,Calle de Carabaña,825000,4533,0,0,2015.0,1,0,0,1,0,1
20710,1032,"Delicias, Madrid",126.0,3,1.0,0.0,Calle Embajadores,341000,2706,0,0,0.0,1,0,0,0,0,0
20711,1031,"Arganzuela, Madrid",105.0,5,2.0,0.0,Urb. si,380000,3619,1,0,1954.0,1,0,0,1,0,0
20712,1030,"Imperial, Madrid",107.0,4,1.0,0.0,Calle de San Alejandro,366000,3421,1,0,0.0,1,0,0,0,0,0
20714,1028,"Legazpi, Madrid",125.0,3,2.0,0.0,"Calle Eros, 14",540000,4320,0,0,0.0,1,0,1,1,0,1
20715,1027,"Acacias, Madrid",45.0,1,1.0,0.0,"Plaza de las Peñuelas, 10",156000,3467,0,0,0.0,1,0,0,1,1,0
20716,1026,"Palos de Moguer, Madrid",45.0,1,1.0,0.0,"Paseo de las Delicias, 8",177000,3933,0,0,0.0,1,0,0,0,0,0
20717,1025,"Delicias, Madrid",40.0,1,1.0,0.0,Paseo de las Delicias,199000,4975,0,0,0.0,0,0,0,0,0,0
20718,1024,"Delicias, Madrid",34.0,2,1.0,0.0,caceres,120000,3529,0,0,1940.0,0,0,0,0,0,0
20719,1023,"Palos de Moguer, Madrid",42.0,1,1.0,0.0,"Calle de Canarias, 23",190000,4524,1,0,0.0,0,0,0,1,0,0
20720,1022,"Delicias, Madrid",115.0,3,2.0,0.0,"Paseo de las Delicias, 65",421000,3661,0,0,1977.0,1,0,0,1,0,0
20721,1021,"Palos de Moguer, Madrid",38.0,0,1.0,0.0,Ronda de Valencia,230000,6053,0,0,2000.0,0,0,0,0,0,1
20722,1020,"Acacias, Madrid",146.0,5,3.0,0.0,Calle de Carmen Cobeña,590000,4041,1,0,0.0,1,0,0,0,0,1
20723,1019,"Acacias, Madrid",110.0,4,2.0,0.0,"Calle Laurel, 2",400000,3636,1,0,1967.0,1,0,0,1,0,0
20724,1018,"Legazpi, Madrid",105.0,3,2.0,0.0,Calle de Julián Rabanedo,480000,4571,0,0,2000.0,1,0,1,0,1,1
20725,1017,"Imperial, Madrid",111.0,2,2.0,0.0,"Paseo Imperial, 39",535000,4820,0,1,0.0,1,0,0,0,0,0
20726,1016,"Imperial, Madrid",121.0,3,2.0,0.0,"Paseo Imperial, 39",585000,4835,0,1,0.0,1,0,0,0,0,0
20727,1015,"Imperial, Madrid",159.0,4,3.0,0.0,"Paseo Imperial, 39",780000,4906,0,1,0.0,1,0,0,0,0,0
20728,1014,"Imperial, Madrid",143.0,3,2.0,0.0,"Paseo Imperial, 39",690000,4825,0,1,0.0,1,0,0,0,0,0
20729,1013,"Delicias, Madrid",65.0,2,1.0,0.0,"PARROCO EUSEBIO CUENCA, 34",190000,2923,0,0,0.0,1,0,0,0,0,0
20730,1012,"Delicias, Madrid",159.0,3,2.0,0.0,"GENERAL PALANCA, 32",452000,2843,0,0,0.0,1,0,0,1,0,0
20731,1011,"Palos de Moguer, Madrid",47.0,2,1.0,0.0,"Calle de Canarias, 27",200000,4255,1,0,0.0,0,0,0,0,0,0
20733,1009,"Chopera, Madrid",45.0,2,1.0,0.0,Paseo de las Delicias,175000,3889,1,0,1930.0,1,0,0,1,0,0
20734,1008,"Imperial, Madrid",87.0,2,2.0,0.0,"Calle Manzanares, 1",530000,6092,0,1,0.0,1,0,1,1,0,1
20735,1007,"Imperial, Madrid",82.0,2,2.0,0.0,"Calle Manzanares, 1",464000,5659,0,1,0.0,1,0,1,0,0,1
20736,1006,"Delicias, Madrid",67.0,2,2.0,0.0,Calle Párroco Eusebio Cuenca,190000,2836,0,0,1996.0,1,0,0,0,0,0
20737,1005,"Acacias, Madrid",115.0,3,2.0,0.0,Calle de Melilla,445000,3870,0,0,0.0,1,0,0,1,0,0
20738,1004,"Chopera, Madrid",126.0,3,1.0,0.0,"Calle de Embajadores, 147",341000,2706,0,0,0.0,0,0,0,1,0,0
20739,1003,"Chopera, Madrid",92.0,3,1.0,0.0,Paseo de Santa María de la Cabeza,300000,3261,1,0,1956.0,1,0,0,0,1,0
20740,1002,"Imperial, Madrid",49.0,3,1.0,0.0,Calle de Linneo,165000,3367,1,0,0.0,0,0,0,0,0,0
20741,1001,"Imperial, Madrid",94.0,3,1.0,0.0,"Calle de Juan Duque, 28",330000,3511,0,0,0.0,1,0,0,0,0,0
20742,1000,"Legazpi, Madrid",109.0,2,2.0,0.0,"Calle Andrés de Urdaneta, 7",485000,4450,0,0,0.0,1,0,1,0,0,1
20743,999,"Chopera, Madrid",49.0,2,1.0,0.0,"Calle de Miguel Arredondo, Madrid",239400,4886,1,0,0.0,1,0,0,0,0,0
20744,998,"Delicias, Madrid",89.0,3,2.0,0.0,"Calle de Méndez Álvaro, 64",450000,5056,0,0,0.0,1,0,1,0,0,1
20747,995,"Chopera, Madrid",53.0,2,1.0,0.0,Calle de Enrique Trompeta,167000,3151,0,0,0.0,0,0,0,0,0,0
20748,994,"Palos de Moguer, Madrid",115.0,3,2.0,0.0,Calle Ancora,380000,3304,0,0,0.0,1,0,0,0,0,0
20749,993,"Palos de Moguer, Madrid",165.0,2,1.0,0.0,Calle de Vizcaya,560000,3394,0,0,1969.0,1,0,0,1,1,0
20750,992,"Acacias, Madrid",114.0,3,2.0,0.0,"Glorieta Santa María de la Cabeza, Madrid",340000,2982,0,0,1960.0,1,0,0,1,0,0
20751,991,"Delicias, Madrid",113.0,4,2.0,0.0,"Paseo de las Delicias, 93",440000,3894,0,0,0.0,1,0,0,1,1,0
20752,990,"Delicias, Madrid",80.0,2,1.0,0.0,"Calle de Embajadores, 159",335000,4188,0,0,0.0,0,0,0,1,0,0
20753,989,"Imperial, Madrid",110.0,4,2.0,0.0,"Paseo de la Virgen del Puerto, 45",430000,3909,0,0,0.0,1,0,0,0,0,0
20754,988,"Palos de Moguer, Madrid",103.0,3,1.0,0.0,"Calle Martín Soler, 7",365000,3544,0,0,0.0,1,0,0,0,0,0
20755,987,"Imperial, Madrid",83.0,2,1.0,0.0,"Calle Leonor de la Vega, 3",330000,3976,0,0,1986.0,1,0,0,0,0,1
20756,986,"Palos de Moguer, Madrid",160.0,5,2.0,0.0,"Paseo de las Delicias, 55",595000,3719,1,0,0.0,1,0,0,1,1,0
20757,985,"Delicias, Madrid",59.0,2,2.0,0.0,Calle Párroco Eusebio Cuenca,190000,3220,0,0,0.0,1,0,0,0,0,0
20758,984,"Chopera, Madrid",45.0,2,1.0,0.0,"Calle Aldea del Fresno, 24",200000,4444,0,0,1940.0,1,0,0,0,0,0
20759,983,"Legazpi, Madrid",89.0,2,2.0,0.0,"Calle de Embajadores, 274",398000,4472,0,0,2003.0,1,0,1,0,0,1
20760,982,"Palos de Moguer, Madrid",63.0,2,1.0,0.0,"Calle de Martín Soler, 8",299000,4746,0,0,0.0,0,0,0,0,0,0
20761,981,"Delicias, Madrid",73.0,2,1.0,0.0,GENERAL LACY,325000,4452,0,0,0.0,1,0,0,0,0,0
20762,980,"Delicias, Madrid",70.0,2,1.0,0.0,"Calle de la Batalla del Salado, 33",340000,4857,0,0,0.0,1,0,0,0,1,0
20763,979,"Acacias, Madrid",125.0,3,2.0,0.0,"Calle San Anastasio, 2",525000,4200,0,0,0.0,1,0,0,1,0,1
20764,978,"Acacias, Madrid",74.0,1,1.0,0.0,"Carvajales, 11",220000,2973,0,0,0.0,1,0,0,0,0,0
20765,977,"Palos de Moguer, Madrid",67.0,3,1.0,0.0,"Calle de Tortosa, 3",255000,3806,1,0,0.0,0,0,0,0,0,0
20766,976,"Legazpi, Madrid",45.0,1,1.0,0.0,"Calle de Sodio, 19",290000,6444,0,0,2005.0,1,0,1,0,0,1
20767,975,"Delicias, Madrid",86.0,2,2.0,0.0,"Calle del Hierro, 19",385000,4477,0,0,2002.0,0,0,1,0,0,1
20768,974,"Imperial, Madrid",71.0,1,1.0,0.0,"Calle de Linneo, Madrid",291000,4099,0,0,0.0,1,0,0,0,0,0
20769,973,"Imperial, Madrid",81.0,1,1.0,0.0,"Calle de Manzanares, Madrid",332100,4100,0,0,0.0,1,0,0,1,0,0
20770,972,"Palos de Moguer, Madrid",34.0,2,1.0,0.0,"Calle Tarragona, 12",130000,3824,0,0,0.0,0,0,0,0,0,0
20771,971,"Legazpi, Madrid",184.0,3,2.0,0.0,Calle de Carabaña,825000,4484,0,0,2015.0,1,0,0,1,0,1
20775,967,"Acacias, Madrid",365.0,9,9.0,0.0,Calle de Toledo,595000,1630,1,0,0.0,1,0,0,0,0,0
20776,966,"Acacias, Madrid",112.0,3,2.0,0.0,"Calle de Melilla, 3",439000,3920,0,0,0.0,1,0,0,1,1,0
20777,965,"Imperial, Madrid",85.0,2,2.0,0.0,"Calle de Cobos de Segovia, 7",450000,5294,0,0,0.0,1,0,1,0,0,1
20778,964,"Palos de Moguer, Madrid",35.0,1,1.0,0.0,Calle de Canarias,189000,5400,0,0,1925.0,1,0,0,1,0,0
20779,963,"Chopera, Madrid",112.0,3,2.0,0.0,"Calle de Cáceres, 53",425000,3795,0,0,0.0,1,0,0,1,1,0
20780,962,"Chopera, Madrid",91.0,3,2.0,0.0,Calle Comandante Benítez,299000,3286,1,0,0.0,1,0,0,1,0,0
20781,961,"Legazpi, Madrid",94.0,2,2.0,0.0,"Calle José Antonio Zapata, 14",438000,4660,0,0,2006.0,1,0,1,0,0,1
20782,960,"Palos de Moguer, Madrid",54.0,2,1.0,0.0,"Calle Ancora, 22",245000,4537,0,0,0.0,0,0,0,0,0,0
20783,959,"Acacias, Madrid",105.0,4,2.0,0.0,"Calle Arquitectura, 15",399000,3800,1,0,1966.0,1,0,0,1,0,0
20784,958,"Palos de Moguer, Madrid",147.0,3,2.0,0.0,"Calle Marqués de la Valdavia, 7",575000,3912,1,0,1972.0,1,0,0,1,0,1
20785,957,"Palos de Moguer, Madrid",126.0,3,2.0,0.0,"Calle del General Lacy, 18",420000,3333,0,0,0.0,1,0,0,1,0,1
20786,956,"Legazpi, Madrid",112.0,2,2.0,0.0,"Calle de Embajadores, 220",550000,4911,0,0,2008.0,1,0,1,1,0,1
20787,955,"Legazpi, Madrid",89.0,3,1.0,0.0,"Calle de Embajadores, 214",367000,4124,0,0,0.0,1,0,0,0,0,0
20788,954,"Imperial, Madrid",102.0,5,2.0,0.0,Calle de Linneo,375000,3676,0,0,0.0,0,0,0,0,0,0
20789,953,"Delicias, Madrid",55.0,1,1.0,0.0,"Calle Estrella Denébola, 18 , PISO 4º",325000,5909,0,0,2008.0,1,0,1,0,0,1
20790,952,"Delicias, Madrid",112.0,3,2.0,0.0,"Calle Alejandro Ferrant, 3",345000,3080,1,0,0.0,1,0,0,1,0,0
20791,951,"Chopera, Madrid",67.0,2,1.0,0.0,Calle de Miguel Arredondo,239400,3573,1,0,0.0,1,0,0,0,0,0
20792,950,"Imperial, Madrid",74.0,1,2.0,0.0,"Calle de Manzanares, Madrid",303400,4100,0,0,0.0,1,0,0,1,0,0
20793,949,"Palos de Moguer, Madrid",45.0,1,1.0,0.0,"Paseo de Santa María de la Cabeza, Madrid",192000,4267,0,0,0.0,0,0,0,0,0,0
20794,948,"Legazpi, Madrid",197.0,4,3.0,0.0,andres de urdaneta,825000,4188,0,0,2008.0,1,0,1,1,0,1
20797,945,"Acacias, Madrid",128.0,3,2.0,0.0,Paseo de los Olmos,459000,3586,1,0,0.0,0,0,1,1,0,0
20800,942,"Delicias, Madrid",115.0,3,1.0,0.0,Calle de Embajadores,369000,3209,0,0,1940.0,1,0,0,0,0,0
20801,941,"Acacias, Madrid",118.0,4,1.0,0.0,"Calle de Carvajales, 9",400000,3390,0,0,0.0,1,0,0,1,1,0
20803,939,"Acacias, Madrid",67.0,2,1.0,0.0,"Calle Moratines, 19",335000,5000,0,0,0.0,1,0,0,1,0,0
20804,938,"Delicias, Madrid",50.0,2,1.0,0.0,"Paseo de las Delicias, 99",179000,3580,1,0,0.0,0,0,0,0,0,0
20806,936,"Palos de Moguer, Madrid",70.0,2,2.0,0.0,Paseo de Santa María de la Cabeza,355000,5071,0,0,1959.0,1,0,0,1,0,0
20807,935,"Legazpi, Madrid",82.0,2,2.0,0.0,Calle EROS,430000,5244,0,0,2003.0,1,0,1,1,0,1
20809,933,"Legazpi, Madrid",104.0,2,2.0,0.0,"Calle Puerto de la Cruz Verde, 40",446500,4293,0,0,1992.0,1,0,1,0,0,0
20810,932,"Imperial, Madrid",130.0,3,2.0,0.0,Paseo Imperial,680000,5231,0,0,2002.0,1,0,1,1,0,1
20811,931,"Acacias, Madrid",65.0,2,1.0,0.0,Glorieta de la Puerta de Toledo,355000,5462,0,0,0.0,1,0,0,0,0,0
20812,930,"Arganzuela, Madrid",74.0,2,1.0,0.0,Urb. JUNTO A MADRID RÍO Y EL METRO PUERTA DE TOLEDO,380000,5135,0,0,0.0,1,0,0,0,1,0
20813,929,"Palos de Moguer, Madrid",47.0,1,1.0,0.0,"Calle de Canarias, 27",195000,4149,0,0,0.0,0,0,0,0,0,0
20815,927,"Palos de Moguer, Madrid",89.0,4,1.0,0.0,"Paseo de las Delicias, 28",365000,4101,1,0,1918.0,1,0,0,0,0,0
20816,926,"Delicias, Madrid",102.0,3,2.0,0.0,Calle de Bustamante,410000,4020,0,0,1978.0,1,0,0,1,0,1
20817,925,"Chopera, Madrid",49.0,2,1.0,0.0,Calle de Miguel Arredondo,239400,4886,0,0,0.0,1,0,0,0,0,0
20819,923,"Acacias, Madrid",25.0,0,1.0,0.0,Calle de las Peñuelas,159000,6360,0,0,0.0,0,0,0,0,0,0
20820,922,"Acacias, Madrid",57.0,2,1.0,0.0,"Calle de Martín de Vargas, Madrid, 31",280000,4912,0,0,1945.0,0,0,0,0,0,0
20821,921,"Chopera, Madrid",53.0,2,1.0,0.0,"Calle de Alejandro Saint Aubin, 6",210000,3962,0,0,1930.0,1,0,0,0,1,0
20822,920,"Legazpi, Madrid",48.0,2,1.0,0.0,Calle de Embajadores s/n,300000,6250,0,0,0.0,0,0,0,0,0,0
20823,919,"Palos de Moguer, Madrid",45.0,1,1.0,0.0,"Paseo de las Delicias, 10",280000,6222,0,0,1925.0,0,0,0,0,0,0
20825,917,"Legazpi, Madrid",70.0,1,1.0,0.0,"Calle del Hierro, 4",285000,4071,0,0,2007.0,1,0,1,0,0,1
20826,916,"Palos de Moguer, Madrid",36.0,2,1.0,0.0,GENERAL LACY,145000,4028,1,0,0.0,0,0,0,0,0,0
20827,915,"Imperial, Madrid",121.0,3,2.0,0.0,Calle de Linneo,419900,3470,0,0,0.0,1,0,0,1,0,0
20828,914,"Acacias, Madrid",121.0,3,2.0,0.0,Calle de Embajadores,410000,3388,0,0,0.0,1,0,0,1,0,0
20829,913,"Acacias, Madrid",121.0,3,2.0,0.0,Calle de Embajadores,410000,3388,0,0,0.0,1,0,0,1,0,0
20830,912,"Palos de Moguer, Madrid",120.0,2,1.0,0.0,"Ronda de atocha, 15",520000,4333,0,0,0.0,1,0,0,0,0,1
20831,911,"Acacias, Madrid",42.0,1,1.0,0.0,"Ronda de Toledo, Madrid, 28",128000,3048,1,0,0.0,0,0,0,0,0,0
20832,910,"Acacias, Madrid",108.0,1,2.0,0.0,"Calle de Arganda, 39",420000,3889,0,0,0.0,1,0,1,0,0,1
20833,909,"Legazpi, Madrid",140.0,3,2.0,0.0,"Calle Puerto de la Cruz Verde, 44",395000,2821,0,0,1992.0,1,0,0,0,0,0
20834,908,"Imperial, Madrid",128.0,3,2.0,0.0,"Paseo de Juan Antonio Vallejo-Nájera Botas, 49",825000,6445,0,0,0.0,0,0,1,1,0,1
20835,907,"Imperial, Madrid",66.0,1,1.0,0.0,Calle Gil Imón,285000,4318,0,0,0.0,0,0,0,0,0,0
20836,906,"Delicias, Madrid",125.0,4,2.0,0.0,"Paseo de las Delicias, 87",435000,3480,1,0,1955.0,1,0,0,1,1,0
20837,905,"Palos de Moguer, Madrid",52.0,2,1.0,0.0,"Calle Delicias, 36",205000,3942,1,0,0.0,0,0,0,1,0,0
20838,904,"Legazpi, Madrid",56.0,1,1.0,0.0,"Calle Algete, 4 -10",299000,5339,0,0,2008.0,1,0,1,0,0,1
20839,903,"Delicias, Madrid",85.0,2,2.0,0.0,"mendez alvaro, 39",460000,5412,0,0,2020.0,1,0,1,0,0,0
20840,902,"Acacias, Madrid",125.0,4,2.0,0.0,Calle Arquitectura,425000,3400,0,0,0.0,0,0,0,0,1,0
20841,901,"Chopera, Madrid",55.0,2,2.0,0.0,"Calle del Divino Vallés, 29",199000,3618,0,0,0.0,1,0,0,0,0,0
20842,900,"Acacias, Madrid",131.0,4,2.0,0.0,"Calle de Valdelasierra, Madrid",490000,3740,0,0,1993.0,1,0,0,0,0,1
20843,899,"Chopera, Madrid",90.0,3,1.0,0.0,Avenida DE MANZANARES,275000,3056,0,0,0.0,1,0,0,0,0,0
20845,897,"Acacias, Madrid",65.0,1,1.0,0.0,"Arganda, 36",295000,4538,0,0,1981.0,1,0,0,0,0,0
20846,896,"Palos de Moguer, Madrid",50.0,2,1.0,0.0,Calle Marqués de la Valdavia,234900,4698,0,0,0.0,0,0,0,0,0,0
20847,895,"Delicias, Madrid",130.0,4,2.0,0.0,Paseo de las Delicias,355900,2738,1,0,0.0,1,0,0,0,0,0
20848,894,"Chopera, Madrid",87.0,3,1.0,0.0,Calle Cáceres,259000,2977,0,0,0.0,0,0,0,0,0,0
20849,893,"Delicias, Madrid",130.0,4,2.0,0.0,Calle Embajadores,449900,3461,0,0,0.0,1,0,0,1,0,0
20850,892,"Acacias, Madrid",118.0,3,2.0,0.0,Calle de Arganda,485000,4110,0,0,0.0,1,0,0,1,0,0
20851,891,"Palos de Moguer, Madrid",95.0,3,1.0,0.0,Paseo de Santa María de la Cabeza,419900,4420,0,0,0.0,1,0,0,0,1,1
20852,890,"Acacias, Madrid",82.0,3,2.0,0.0,Calle Arquitectura,354000,4317,0,0,0.0,1,0,0,1,1,0
20854,888,"Acacias, Madrid",44.0,1,1.0,0.0,ACACIAS,155000,3523,1,0,0.0,1,0,0,0,0,0
20855,887,"Chopera, Madrid",105.0,3,2.0,0.0,Paseo de la Chopera,425000,4048,1,0,0.0,1,0,0,1,1,0
20856,886,"Legazpi, Madrid",110.0,3,2.0,0.0,Calle Eros,540000,4909,0,0,0.0,1,0,1,1,0,0
20857,885,"Legazpi, Madrid",88.0,2,2.0,0.0,Calle Eros,554000,6295,0,0,0.0,1,0,1,1,0,0
20858,884,"Palos de Moguer, Madrid",59.0,3,1.0,0.0,"Calle de Murcia, 8",309000,5237,0,0,1930.0,0,0,0,0,0,0
20859,883,"Palos de Moguer, Madrid",62.0,1,1.0,0.0,"Calle de Tarragona, 34",275000,4435,0,0,0.0,1,0,0,0,0,0
20860,882,"Chopera, Madrid",75.0,2,1.0,0.0,Calle de Torres Miranda,243000,3240,0,0,0.0,1,0,0,1,0,0
20861,881,"Delicias, Madrid",116.0,3,2.0,0.0,Calle de Méndez Álvaro,489900,4223,0,0,0.0,1,0,1,0,1,1
20862,880,"Palos de Moguer, Madrid",140.0,4,2.0,0.0,DELICIAS,535000,3821,0,0,0.0,1,0,1,1,0,1
20863,879,"Acacias, Madrid",96.0,4,2.0,0.0,Calle Moratines s/n,420000,4375,1,0,0.0,1,0,0,0,1,0
20864,878,"Acacias, Madrid",42.0,2,1.0,0.0,"Paseo de la Esperanza, 53",187000,4452,1,0,0.0,0,0,0,0,0,0
20865,877,"Delicias, Madrid",64.0,1,1.0,0.0,"Calle de las Nebulosas, 2",329000,5141,0,0,2009.0,0,0,1,0,0,1
20866,876,"Imperial, Madrid",107.0,4,2.0,0.0,Calle de San Alejandro,366000,3421,1,0,1969.0,1,0,0,1,0,0
20867,875,"Imperial, Madrid",36.0,1,1.0,0.0,Calle de Segovia,199000,5528,0,0,1941.0,0,0,0,0,0,0
20868,874,"Delicias, Madrid",178.0,4,3.0,0.0,Calle del General Palanca,530000,2978,1,0,1955.0,1,0,0,1,0,0
20869,873,"Legazpi, Madrid",140.0,3,2.0,0.0,Calle Puerto de la Cruz Verde,395000,2821,0,0,1992.0,1,0,0,0,0,0
20870,872,"Legazpi, Madrid",103.0,3,2.0,0.0,"Calle de Embajadores, 226",560000,5437,0,0,2022.0,1,0,1,1,1,0
20871,871,"Legazpi, Madrid",88.0,2,2.0,0.0,"Calle de Embajadores, 226",480000,5455,0,0,2022.0,1,0,1,0,1,0
20872,870,"Chopera, Madrid",66.0,2,1.0,0.0,Calle Fernando Poo,250000,3788,1,0,1965.0,1,0,0,0,0,0
20873,869,"Delicias, Madrid",157.0,3,2.0,0.0,"Calle del General Palanca, 32",452000,2879,0,0,0.0,1,0,0,0,0,0
20874,868,"Delicias, Madrid",62.0,2,1.0,0.0,"Caceres, 4",250000,4032,0,0,1960.0,0,0,0,1,0,0
20875,867,"Imperial, Madrid",61.0,3,1.0,0.0,"Paseo de los Melancólicos, 25",219900,3605,1,0,1961.0,1,0,0,0,0,0
20876,866,"Delicias, Madrid",60.0,2,2.0,0.0,Calle Párroco Eusebio Cuenca,190000,3167,0,0,0.0,1,0,0,0,0,0
20877,865,"Acacias, Madrid",89.0,2,1.0,0.0,Ronda DE TOLEDO,350000,3933,0,0,0.0,1,0,0,1,0,0
20878,864,"Imperial, Madrid",94.0,4,1.0,0.0,Paseo Melancólicos,299000,3181,0,0,1960.0,0,0,0,1,0,0
20879,863,"Palos de Moguer, Madrid",72.0,2,1.0,0.0,Calle de Tarragona,325000,4514,0,0,0.0,1,0,0,0,0,0
20880,862,"Acacias, Madrid",113.0,3,2.0,0.0,Paseo de Santa María de la Cabeza,459000,4062,0,0,0.0,1,0,0,1,0,1
20881,861,"Chopera, Madrid",91.0,3,1.0,0.0,Calle de Aguilón,210000,2308,1,0,1965.0,1,0,0,0,0,0
20882,860,"Palos de Moguer, Madrid",90.0,4,2.0,0.0,Calle de Murcia,368000,4089,1,0,0.0,1,0,0,0,0,0
20883,859,"Delicias, Madrid",133.0,3,2.0,0.0,Calle de las Nebulosas,649000,4880,0,0,0.0,1,0,0,0,1,1
20884,858,"Delicias, Madrid",93.0,2,2.0,0.0,Calle Méndez Álvaro s/n,399900,4300,0,0,0.0,1,0,1,1,1,1
20885,857,"Chopera, Madrid",58.0,1,2.0,0.0,Calle Fernando Poo,164400,2834,0,0,1974.0,1,0,0,0,0,0
20886,856,"Imperial, Madrid",121.0,4,2.0,0.0,Ronda de Segovia,429000,3545,1,0,0.0,0,0,0,0,1,1
20887,855,"Imperial, Madrid",143.0,4,2.0,0.0,Calle de Linneo,420000,2937,0,0,0.0,1,0,0,0,0,0
20888,854,"Imperial, Madrid",107.0,2,1.0,0.0,Calle de Juan Duque,305000,2850,0,0,0.0,1,0,0,0,0,0
20889,853,"Imperial, Madrid",84.0,3,1.0,0.0,Paseo Melancolicos,315000,3750,0,0,0.0,1,0,0,1,0,0
20890,852,"Imperial, Madrid",95.0,3,2.0,0.0,Calle de Juan Duque,379000,3989,0,0,0.0,1,0,0,1,0,0
20891,851,"Palos de Moguer, Madrid",69.0,1,1.0,0.0,Calle del General Lacy,275000,3986,0,0,0.0,1,0,0,0,1,0
20892,850,"Chopera, Madrid",76.0,2,1.0,0.0,Calle Embajadores,330000,4342,0,0,2000.0,1,0,1,1,0,0
20893,849,"Chopera, Madrid",45.0,2,1.0,0.0,Calle Embajadores,175000,3889,0,0,0.0,0,0,0,0,0,0
20894,848,"Imperial, Madrid",107.0,2,2.0,0.0,Calle de Juan Duque,305000,2850,0,0,0.0,1,0,0,0,0,0
